,mode,randmode,level_2,#contacts,#contacts(>4),#contacts(<=4),#rfrags,#rfrags(>4),#rfrags(<=4),max_count,mean_count,median_count,95percentile_count,exp
1,junctions+hops,real,0,10172982,3659264,6513718,4122076,421866,3700210,23336,2.4679268407472352,2.0,6.0,oSH9
2,random_0,random,0,1725116,145350,1579766,1291704,11503,1280201,3920,1.3355350761474765,1.0,2.0,oSH9
3,random_1,random,0,1725116,147458,1577658,1290821,11881,1278940,3901,1.3364486632925867,1.0,2.0,oSH9
4,random_2,random,0,1725116,146516,1578600,1290650,11631,1279019,3931,1.3366257312207028,1.0,2.0,oSH9
5,random_3,random,0,1725116,146040,1579076,1291863,11626,1280237,3957,1.3353707010727918,1.0,2.0,oSH9
6,random_4,random,0,1725116,146321,1578795,1291366,11649,1279717,4014,1.33588463688838,1.0,2.0,oSH9
7,random_5,random,0,1725116,146683,1578433,1290331,11652,1278679,3961,1.3369561763609492,1.0,2.0,oSH9
8,random_6,random,0,1725116,146189,1578927,1291036,11587,1279449,3955,1.3362261005889844,1.0,2.0,oSH9
9,random_7,random,0,1725116,146510,1578606,1291136,11617,1279519,4008,1.336122608307723,1.0,2.0,oSH9
10,random_8,random,0,1725116,146398,1578718,1290259,11664,1278595,3986,1.3370307821917926,1.0,2.0,oSH9
11,random_9,random,0,1725116,146168,1578948,1291429,11592,1279837,3930,1.3358194682015039,1.0,2.0,oSH9
